filepath,ground_truth,system_verdict,final_score,score_Visual (Spatial),score_Audio (Mel+CNN),score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
ru_34_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.971094,0.871260,0.933977,0.968124,0.980356,0.991831
zh_102_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.948094,0.903967,0.987787,0.914357,0.960321,0.988610
en_9_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.954351,0.921512,0.831825,0.944515,0.952120,0.989831
es_61_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.967563,0.918070,0.915937,0.958508,0.977947,0.990683
zh_118_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.852239,0.477715,0.993359,0.952262,0.796049,0.773037
zh_2_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.967191,0.946480,0.989419,0.962080,0.922174,0.986409
en_116_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.950335,0.912044,0.973441,0.923715,0.973621,0.980076
ru_47_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.968113,0.909098,0.903192,0.964862,0.967186,0.990263
fr_80_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.900671,0.823272,0.989168,0.871149,0.974618,0.915916
en_25_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.949356,0.848150,0.973510,0.953401,0.869959,0.977847
es_106_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.932551,0.740071,0.939308,0.938293,0.946929,0.947593
fr_113_to_en_Bark_label_fake.npz,Fake,Deepfake,0.968004,0.880576,0.984413,0.965659,0.937339,0.989926
en_3_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.909288,0.538210,0.947517,0.939059,0.756037,0.962346
en_96_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.882945,0.863872,0.728423,0.798857,0.976759,0.989054
fr_10_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.926291,0.785749,0.995600,0.891805,0.973201,0.967402
en_16_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.951895,0.877645,0.986505,0.940566,0.971628,0.966487
en_45_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.962717,0.901816,0.968129,0.945366,0.981518,0.987580
zh_1_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.964554,0.945984,0.954067,0.954668,0.943085,0.987551
es_19_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.859108,0.714271,0.953831,0.959117,0.168663,0.934954
es_38_to_en_Bark_label_fake.npz,Fake,Deepfake,0.979133,0.920476,0.998419,0.973207,0.988755,0.989628
en_102_label_real.npz,Real,Real,0.042373,0.091245,0.249860,0.040480,0.031190,0.011378
ja_44_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.953865,0.741018,0.926085,0.961218,0.934889,0.984207
ja_21_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.966407,0.893875,0.991507,0.949858,0.981940,0.990022
en_20_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.961156,0.856983,0.956284,0.951752,0.968573,0.986705
es_62_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.877586,0.699339,0.883135,0.975755,0.929972,0.761072
zh_32_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.964173,0.941718,0.857979,0.952667,0.979619,0.992933
fr_100_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.972027,0.932033,0.851071,0.977702,0.980979,0.985167
ru_77_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.791976,0.319156,0.948285,0.975090,0.849148,0.585425
ru_120_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.953363,0.703568,0.988991,0.951807,0.963058,0.983188
zh_98_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.945726,0.771111,0.903201,0.964997,0.922031,0.958740
en_53_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.949465,0.769764,0.988259,0.943842,0.982584,0.967361
es_66_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.968340,0.921724,0.992519,0.949358,0.988149,0.990292
ja_54_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.956359,0.944892,0.853396,0.937882,0.986866,0.987745
fr_76_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.879848,0.821171,0.810198,0.944518,0.283159,0.985515
en_11_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.952408,0.880608,0.975896,0.939987,0.908213,0.987906
ru_44_to_es_Bark_label_fake.npz,Fake,Deepfake,0.924420,0.709718,0.981825,0.935859,0.932978,0.929739
fr_5_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.959780,0.906465,0.975335,0.937353,0.981640,0.987764
fr_42_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.968404,0.864830,0.990693,0.964344,0.964271,0.986417
en_86_label_real.npz,Real,Real,0.034517,0.138255,0.029221,0.042200,0.048366,0.006620
zh_39_to_en_Vall_label_fake.npz,Fake,Deepfake,0.878735,0.948279,0.022710,0.862647,0.969367,0.985879
fr_62_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.961449,0.907767,0.986219,0.944186,0.952830,0.990238
fr_19_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.927128,0.938516,0.989401,0.862380,0.958809,0.990802
zh_82_to_es_Bark_label_fake.npz,Fake,Deepfake,0.964359,0.913334,0.976733,0.955828,0.936302,0.988865
ja_27_to_es_Bark_label_fake.npz,Fake,Deepfake,0.875177,0.748010,0.955725,0.948330,0.974712,0.759344
ru_4_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.941969,0.536288,0.995554,0.946758,0.968814,0.978442
fr_120_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.959420,0.812267,0.995673,0.957442,0.950473,0.980361
es_53_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.976381,0.933870,0.995646,0.968022,0.973201,0.991359
zh_9_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.955228,0.852915,0.856130,0.948811,0.958606,0.991285
ru_15_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.848221,0.657808,0.862503,0.887791,0.967358,0.788469
ja_19_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.969721,0.927811,0.956459,0.957397,0.979740,0.990584
zh_80_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.970093,0.876977,0.950320,0.972102,0.952126,0.988771
es_44_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.947798,0.821108,0.955823,0.936975,0.956531,0.976171
zh_18_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.962424,0.952171,0.991863,0.942170,0.961353,0.986030
es_10_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.881860,0.805196,0.826421,0.854370,0.971067,0.910589
es_4_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.942161,0.779548,0.989461,0.960487,0.972437,0.926421
ja_22_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.954330,0.709340,0.968814,0.966897,0.895196,0.987996
fr_63_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.951360,0.755253,0.978265,0.951931,0.940319,0.977951
ru_17_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.964454,0.912864,0.960238,0.947108,0.991541,0.986988
es_13_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.961960,0.865715,0.962503,0.967006,0.965200,0.968219
zh_88_to_en_Bark_label_fake.npz,Fake,Deepfake,0.969015,0.905698,0.979350,0.958479,0.980493,0.986851
zh_47_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.955057,0.937465,0.716730,0.953567,0.971910,0.988716
zh_14_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.965978,0.947058,0.983479,0.957549,0.933898,0.986183
zh_129_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.906053,0.698627,0.938744,0.973247,0.937137,0.835742
ru_117_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.927020,0.874236,0.873320,0.880767,0.982476,0.985855
en_62_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.964193,0.820177,0.984619,0.960882,0.962352,0.986633
es_83_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.970150,0.816489,0.978814,0.976151,0.962150,0.985433
en_8_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.972617,0.913530,0.985183,0.963599,0.974602,0.990291
ja_42_to_en_Bark_label_fake.npz,Fake,Deepfake,0.969695,0.889744,0.987131,0.966263,0.943567,0.990504
en_72_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.963300,0.922817,0.979724,0.969203,0.908213,0.974886
ru_100_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.923726,0.925615,0.390839,0.925003,0.973297,0.983777
fr_43_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.904286,0.543643,0.998104,0.928456,0.681489,0.974984
en_72_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.966193,0.944640,0.991948,0.946526,0.961856,0.992117
es_83_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.932388,0.868435,0.399799,0.947097,0.969993,0.987953
zh_122_label_real.npz,Real,Real,0.045735,0.075473,0.031815,0.080271,0.016330,0.007474
zh_127_label_real.npz,Real,Real,0.066163,0.102152,0.004984,0.118664,0.048643,0.007267
ja_30_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.958464,0.853038,0.976607,0.955022,0.912422,0.988512
fr_5_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.971020,0.811794,0.995759,0.973945,0.983509,0.982903
ja_28_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.945170,0.880025,0.994511,0.940870,0.970402,0.945748
zh_75_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.961421,0.838949,0.821198,0.965782,0.973794,0.989807
en_15_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.972917,0.929206,0.983285,0.960169,0.978838,0.992379
es_12_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.966196,0.930474,0.965202,0.951798,0.966084,0.989984
fr_78_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.913328,0.812565,0.976850,0.945203,0.707836,0.936378
fr_10_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.960026,0.895392,0.987036,0.935143,0.978892,0.992003
en_82_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.960812,0.923898,0.984516,0.939426,0.955843,0.991614
fr_34_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.956706,0.646196,0.959219,0.965648,0.952664,0.990364
zh_90_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.943469,0.437611,0.949455,0.967822,0.944712,0.983213
ru_47_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.950225,0.829684,0.983634,0.946739,0.911557,0.978201
es_102_label_real.npz,Real,Real,0.115260,0.083178,0.156340,0.214932,0.030545,0.010029
fr_26_to_en_Bark_label_fake.npz,Fake,Deepfake,0.970883,0.931320,0.990548,0.952071,0.989764,0.992517
es_1_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.966963,0.915575,0.993626,0.953253,0.973342,0.986301
ja_6_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.961568,0.876781,0.982280,0.940993,0.985083,0.990457
ru_102_to_es_Bark_label_fake.npz,Fake,Deepfake,0.949499,0.864570,0.913403,0.944693,0.989605,0.961509
zh_67_label_real.npz,Real,Real,0.090861,0.213973,0.015607,0.154041,0.063492,0.010612
en_121_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.911991,0.688377,0.993323,0.856626,0.963724,0.988719
ar_32_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.953331,0.869346,0.672852,0.961001,0.975186,0.989291
es_92_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.961367,0.889468,0.985978,0.945211,0.988562,0.981123
ru_2_to_en_Bark_label_fake.npz,Fake,Deepfake,0.947626,0.443171,0.992691,0.971640,0.990431,0.970148
ru_111_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.973243,0.912235,0.981359,0.965678,0.984834,0.987213
fr_61_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.954230,0.897654,0.993303,0.922676,0.979541,0.990068
ar_46_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.947298,0.825914,0.992137,0.938207,0.911284,0.980210
fr_80_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.955530,0.910096,0.944116,0.931377,0.978476,0.988150
zh_20_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.973606,0.949049,0.704954,0.999163,0.942784,0.991439
fr_109_label_real.npz,Real,Real,0.195804,0.267698,0.054784,0.195418,0.054938,0.246424
en_99_to_es_Bark_label_fake.npz,Fake,Deepfake,0.932630,0.911535,0.999107,0.878167,0.951798,0.990693
ru_9_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.874208,0.564451,0.998102,0.952629,0.880313,0.798188
ar_23_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.928243,0.544301,0.778437,0.973197,0.961309,0.937248
zh_38_to_es_Bark_label_fake.npz,Fake,Deepfake,0.963917,0.954389,0.983966,0.945349,0.962207,0.986775
fr_53_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.843890,0.729330,0.416283,0.814384,0.745558,0.987374
fr_77_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.932041,0.794373,0.993470,0.959881,0.864103,0.926549
es_4_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.931566,0.827282,0.592204,0.940440,0.973320,0.971604
en_44_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.940032,0.794884,0.872292,0.920922,0.985030,0.982158
en_82_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.967830,0.937443,0.995274,0.950761,0.962573,0.991697
en_111_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.945687,0.838980,0.826415,0.952977,0.877489,0.988082
ar_33_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.958719,0.869946,0.945806,0.942776,0.976161,0.988760
zh_117_to_en_Vall_label_fake.npz,Fake,Deepfake,0.756755,0.836153,0.805716,0.515325,0.978073,0.985595
fr_55_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.953609,0.917068,0.996125,0.953107,0.881796,0.973918
ru_92_label_real.npz,Real,Real,0.021365,0.083341,0.009805,0.029492,0.012667,0.006200
es_3_label_real.npz,Real,Real,0.113096,0.091641,0.076963,0.217022,0.037945,0.009175
ru_67_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.912734,0.659443,0.935376,0.916425,0.941791,0.932635
es_6_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.941098,0.942257,0.968218,0.896988,0.953478,0.990235
ru_113_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.968075,0.912725,0.987299,0.956470,0.983378,0.983785
fr_105_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.964023,0.893494,0.987070,0.958041,0.937760,0.986002
en_79_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.633670,0.899513,0.858052,0.230138,0.962216,0.988594
zh_96_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.666165,0.744234,0.927687,0.339261,0.979921,0.948314
zh_80_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.976573,0.912755,0.974337,0.971369,0.987068,0.989701
fr_107_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.912048,0.869277,0.990545,0.833472,0.976843,0.989457
ru_105_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.971326,0.940214,0.991396,0.955350,0.987854,0.988723
zh_33_to_en_Vall_label_fake.npz,Fake,Deepfake,0.743649,0.918825,0.075119,0.563623,0.947987,0.987207
es_46_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.968452,0.923108,0.957342,0.957331,0.968625,0.990765
en_73_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.928490,0.915886,0.895250,0.897411,0.867529,0.992415
en_73_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.971331,0.922434,0.993757,0.966218,0.935773,0.991847
fr_96_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.973411,0.900733,0.994410,0.965118,0.974002,0.991287
ru_131_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.878458,0.554614,0.379517,0.918540,0.893266,0.940233
zh_35_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.976010,0.958093,0.858110,0.975635,0.987163,0.992708
es_4_label_real.npz,Real,Real,0.054056,0.079090,0.069552,0.089897,0.015443,0.013218
ar_44_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.934834,0.495840,0.979125,0.938990,0.918086,0.990661
es_100_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.962548,0.915137,0.977725,0.964442,0.927506,0.974729
en_2_label_real.npz,Real,Real,0.036740,0.085727,0.261867,0.029024,0.036740,0.007501
es_59_to_en_Bark_label_fake.npz,Fake,Deepfake,0.930572,0.843354,0.994138,0.964920,0.935615,0.888349
zh_129_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.865941,0.661461,0.856163,0.905895,0.962937,0.817466
es_112_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.953209,0.735946,0.993726,0.944422,0.955410,0.989128
es_55_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.962502,0.934736,0.992586,0.938803,0.966301,0.991556
fr_30_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.910719,0.920931,0.494575,0.886130,0.968004,0.983957
ru_12_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.939152,0.804751,0.992111,0.936906,0.977963,0.942584
fr_23_label_real.npz,Real,Real,0.038926,0.198132,0.075465,0.037221,0.039686,0.012937
zh_112_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.897969,0.905901,0.472872,0.854901,0.986930,0.987521
zh_20_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.970855,0.942470,0.997647,0.956230,0.967195,0.990931
es_67_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.968859,0.941014,0.846849,0.963328,0.988065,0.991890
fr_5_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.956777,0.901138,0.895514,0.942564,0.974732,0.986620
ru_19_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.880876,0.374821,0.975182,0.957641,0.855272,0.848316
es_15_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.951952,0.926996,0.975991,0.918440,0.970086,0.989988
ar_56_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.937716,0.928853,0.636903,0.919540,0.984101,0.992071
es_73_to_en_Bark_label_fake.npz,Fake,Deepfake,0.876084,0.752564,0.824296,0.944359,0.929638,0.798045
zh_72_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.947451,0.929387,0.598774,0.954199,0.973641,0.983685
fr_53_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.772264,0.744530,0.159040,0.761752,0.394243,0.985350
fr_62_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.901821,0.866932,0.711857,0.880353,0.960606,0.944748
en_111_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.933271,0.820922,0.970354,0.927045,0.952552,0.946520
zh_129_to_en_Bark_label_fake.npz,Fake,Deepfake,0.894737,0.636553,0.936642,0.942102,0.961159,0.845757
ru_32_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.966897,0.888031,0.919129,0.957543,0.983919,0.992150
ru_109_to_en_Bark_label_fake.npz,Fake,Deepfake,0.961812,0.872951,0.985210,0.951441,0.955462,0.986311
es_6_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.884084,0.738348,0.994293,0.940919,0.927103,0.803796
en_85_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.946453,0.662249,0.990154,0.972068,0.937635,0.950395
ja_35_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.922450,0.713718,0.985216,0.943527,0.735851,0.969516
en_44_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.953426,0.826189,0.942788,0.939508,0.970600,0.986111
ja_15_to_en_Bark_label_fake.npz,Fake,Deepfake,0.956168,0.839846,0.964829,0.942067,0.957691,0.989244
fr_15_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.969688,0.798371,0.994694,0.976007,0.956219,0.986314
es_122_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.851393,0.683918,0.976262,0.948832,0.451776,0.846378
zh_46_to_en_Vall_label_fake.npz,Fake,Deepfake,0.764545,0.926520,0.834996,0.523014,0.950667,0.988704
zh_32_label_real.npz,Real,Real,0.039361,0.065003,0.014780,0.063726,0.032245,0.009917
zh_70_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.974105,0.949348,0.916636,0.970418,0.970549,0.991607
ru_26_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.917828,0.487050,0.985066,0.962722,0.800095,0.945680
ja_2_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.959048,0.848679,0.990010,0.940104,0.983340,0.987809
fr_81_to_en_Bark_label_fake.npz,Fake,Deepfake,0.962729,0.896080,0.990925,0.952546,0.933864,0.989561
fr_107_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.971975,0.866710,0.875273,0.979746,0.980059,0.988527
ru_133_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.910025,0.562061,0.990437,0.931968,0.955614,0.907010
en_75_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.933935,0.863732,0.873542,0.948490,0.868734,0.952507
en_49_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.961019,0.906587,0.955233,0.945364,0.962257,0.989395
ar_67_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.961846,0.860781,0.962579,0.958436,0.979106,0.975631
en_74_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.897077,0.607589,0.979854,0.956665,0.479157,0.969401
ru_114_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.971698,0.903097,0.992291,0.964595,0.973690,0.987120
zh_90_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.938119,0.298358,0.981366,0.978505,0.947609,0.968700
ja_12_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.966922,0.929801,0.992343,0.954464,0.951935,0.988892
zh_110_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.961481,0.917653,0.976887,0.949380,0.938802,0.987580
es_17_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.954361,0.900209,0.881963,0.958778,0.982375,0.958756
es_19_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.973793,0.923892,0.947947,0.971151,0.980422,0.986116
en_92_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.941480,0.747325,0.697845,0.958460,0.905700,0.992414
zh_38_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.974492,0.956557,0.991964,0.961474,0.970930,0.992314
fr_34_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.936215,0.606428,0.996163,0.952863,0.844594,0.979537
zh_58_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.946121,0.806393,0.886974,0.938740,0.944469,0.984495
en_50_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.953184,0.934861,0.957716,0.917835,0.985515,0.991366
ja_36_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.955334,0.798100,0.982909,0.936675,0.980492,0.990659
ar_67_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.954155,0.849747,0.989895,0.937612,0.976056,0.978976
en_127_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.966405,0.930397,0.899282,0.958009,0.985609,0.986447
en_87_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.967125,0.932154,0.993965,0.948069,0.976068,0.990232
zh_94_to_en_Bark_label_fake.npz,Fake,Deepfake,0.946233,0.910785,0.987682,0.902437,0.979313,0.992233
ru_82_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.989177,0.894126,0.999416,0.999447,0.987568,0.988549
ja_17_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.964534,0.931065,0.987927,0.943227,0.971427,0.991400
ar_55_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.902685,0.833389,0.830880,0.854337,0.964337,0.967389
es_110_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.766650,0.874560,0.365139,0.629796,0.962133,0.928695
en_68_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.955968,0.854342,0.992217,0.937881,0.964031,0.986259
zh_53_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.953260,0.924272,0.929472,0.943330,0.932369,0.979536
en_98_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.955461,0.850290,0.993928,0.932263,0.975590,0.989065
zh_19_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.972177,0.939391,0.996868,0.958320,0.969509,0.991912
zh_8_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.958392,0.869249,0.925511,0.942961,0.971545,0.991906
ar_60_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.904800,0.928901,0.949987,0.817644,0.958150,0.991716
zh_125_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.961410,0.939425,0.973123,0.941781,0.980129,0.982767
zh_26_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.754451,0.931782,0.236582,0.562425,0.957082,0.992095
es_60_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.913879,0.796244,0.979989,0.938806,0.967088,0.873988
en_70_label_real.npz,Real,Real,0.082196,0.155343,0.297505,0.099244,0.039867,0.031162
en_118_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.958713,0.919232,0.978012,0.934898,0.985507,0.984561
en_55_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.955653,0.873391,0.992439,0.938257,0.946520,0.987124
es_108_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.945439,0.806974,0.946770,0.935784,0.902355,0.989752
fr_14_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.969163,0.931743,0.772173,0.974555,0.982943,0.991781
en_85_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.975618,0.868545,0.997723,0.975190,0.968854,0.990238
fr_69_to_es_Bark_label_fake.npz,Fake,Deepfake,0.913520,0.765483,0.996350,0.875851,0.963573,0.956965
en_114_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.880722,0.823337,0.488284,0.887850,0.692897,0.989481
zh_100_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.942610,0.812224,0.936647,0.918362,0.961165,0.987963
